ID_CHAMADA,CLASSIFICACAO,CLASSIFICACAO_DETALHE,COUNT_COMPORTAMENTO
1732,SONDAGEM,MOTIVO DO ATRASO,4
1733,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1733,PROPOSTA,PRAZO PARA PAGAMENTO,9
1733,SONDAGEM,MOTIVO DO ATRASO,3
1734,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1734,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1734,ARGUMENTAÇÃO,NEGATIVAÇÃO,6
1734,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1734,PROPOSTA,DESCONTO A VISTA,1
1734,PROPOSTA,PRAZO PARA PAGAMENTO,4
1734,PROPOSTA,TAXAS  E JUROS,2
1734,SONDAGEM,AVALIACAO FINANCEIRA,1
1734,SONDAGEM,MOTIVO DO ATRASO,12
1735,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1735,PROPOSTA,PRAZO PARA PAGAMENTO,1
1735,SONDAGEM,MOTIVO DO ATRASO,3
1736,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1736,PROPOSTA,DESCONTO A VISTA,1
1736,PROPOSTA,PRAZO PARA PAGAMENTO,4
1736,PROPOSTA,TAXAS  E JUROS,5
1737,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1737,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1737,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1737,PROPOSTA,PRAZO PARA PAGAMENTO,8
1737,SONDAGEM,AVALIACAO FINANCEIRA,1
1737,SONDAGEM,MOTIVO DO ATRASO,4
1738,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1738,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1738,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1738,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1738,PROPOSTA,DESCONTO A VISTA,7
1738,PROPOSTA,PRAZO PARA PAGAMENTO,2
1738,SONDAGEM,AVALIACAO FINANCEIRA,8
1739,SONDAGEM,MOTIVO DO ATRASO,1
1740,SONDAGEM,MOTIVO DO ATRASO,2
1741,SONDAGEM,MOTIVO DO ATRASO,1
1742,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1742,PROPOSTA,PRAZO PARA PAGAMENTO,2
1742,SONDAGEM,AVALIACAO FINANCEIRA,3
1742,SONDAGEM,MOTIVO DO ATRASO,5
1743,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1743,SONDAGEM,MOTIVO DO ATRASO,2
1744,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1744,SONDAGEM,MOTIVO DO ATRASO,3
1745,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,7
1745,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1745,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1745,PROPOSTA,DESCONTO A VISTA,5
1745,PROPOSTA,PRAZO PARA PAGAMENTO,12
1745,SONDAGEM,MOTIVO DO ATRASO,11
1746,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1746,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1746,SONDAGEM,MOTIVO DO ATRASO,2
1747,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1747,PROPOSTA,PRAZO PARA PAGAMENTO,2
1748,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1748,SONDAGEM,AVALIACAO FINANCEIRA,3
1748,SONDAGEM,MOTIVO DO ATRASO,17
1749,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1749,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1749,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1749,PROPOSTA,PRAZO PARA PAGAMENTO,6
1749,SONDAGEM,AVALIACAO FINANCEIRA,3
1749,SONDAGEM,MOTIVO DO ATRASO,4
1750,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1751,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1751,SONDAGEM,MOTIVO DO ATRASO,3
1752,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1752,SONDAGEM,MOTIVO DO ATRASO,1
1753,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1753,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1753,PROPOSTA,DESCONTO A VISTA,7
1753,PROPOSTA,PRAZO PARA PAGAMENTO,4
1753,SONDAGEM,MOTIVO DO ATRASO,5
1754,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1754,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1754,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1754,PROPOSTA,PRAZO PARA PAGAMENTO,8
1754,SONDAGEM,AVALIACAO FINANCEIRA,1
1754,SONDAGEM,MOTIVO DO ATRASO,9
1755,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1755,ARGUMENTAÇÃO,NEGATIVAÇÃO,22
1755,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1755,PROPOSTA,DESCONTO A VISTA,17
1755,PROPOSTA,ENTRADA,3
1755,PROPOSTA,PRAZO PARA PAGAMENTO,23
1755,SONDAGEM,AVALIACAO FINANCEIRA,3
1755,SONDAGEM,MOTIVO DO ATRASO,12
1756,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,11
1756,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,13
1756,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1756,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1756,PROPOSTA,PRAZO PARA PAGAMENTO,8
1756,SONDAGEM,AVALIACAO FINANCEIRA,7
1756,SONDAGEM,MOTIVO DO ATRASO,19
1757,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1757,PROPOSTA,DESCONTO A VISTA,5
1757,PROPOSTA,PRAZO PARA PAGAMENTO,1
1758,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1758,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1758,PROPOSTA,PRAZO PARA PAGAMENTO,2
1758,SONDAGEM,AVALIACAO FINANCEIRA,11
1759,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1759,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1759,PROPOSTA,DESCONTO A VISTA,1
1759,PROPOSTA,PRAZO PARA PAGAMENTO,2
1759,PROPOSTA,TAXAS  E JUROS,1
1760,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1760,PROPOSTA,PRAZO PARA PAGAMENTO,2
1760,SONDAGEM,MOTIVO DO ATRASO,7
1761,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1761,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1761,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1761,PROPOSTA,PRAZO PARA PAGAMENTO,4
1761,SONDAGEM,AVALIACAO FINANCEIRA,6
1762,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1762,SONDAGEM,AVALIACAO FINANCEIRA,2
1762,SONDAGEM,MOTIVO DO ATRASO,3
1763,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1763,PROPOSTA,DESCONTO A VISTA,4
1763,SONDAGEM,AVALIACAO FINANCEIRA,1
1764,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1764,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1764,PROPOSTA,PRAZO PARA PAGAMENTO,3
1764,SONDAGEM,AVALIACAO FINANCEIRA,2
1764,SONDAGEM,MOTIVO DO ATRASO,10
1765,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1765,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1765,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1765,PROPOSTA,PRAZO PARA PAGAMENTO,5
1765,SONDAGEM,MOTIVO DO ATRASO,4
1766,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1766,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1766,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1766,PROPOSTA,DESCONTO A VISTA,1
1766,PROPOSTA,PRAZO PARA PAGAMENTO,6
1766,SONDAGEM,MOTIVO DO ATRASO,4
1767,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1767,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1767,PROPOSTA,DESCONTO A VISTA,3
1767,PROPOSTA,ENTRADA,1
1767,SONDAGEM,MOTIVO DO ATRASO,6
1768,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1768,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1768,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1768,PROPOSTA,DESCONTO A VISTA,2
1768,PROPOSTA,PRAZO PARA PAGAMENTO,4
1768,SONDAGEM,AVALIACAO FINANCEIRA,1
1768,SONDAGEM,MOTIVO DO ATRASO,7
1769,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1769,SONDAGEM,MOTIVO DO ATRASO,4
1770,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1770,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1770,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1770,PROPOSTA,PRAZO PARA PAGAMENTO,3
1770,SONDAGEM,AVALIACAO FINANCEIRA,1
1770,SONDAGEM,MOTIVO DO ATRASO,1
1771,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1771,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1771,PROPOSTA,DESCONTO A VISTA,5
1771,PROPOSTA,PRAZO PARA PAGAMENTO,4
1771,SONDAGEM,AVALIACAO FINANCEIRA,6
1771,SONDAGEM,MOTIVO DO ATRASO,5
1772,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,12
1772,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,31
1772,ARGUMENTAÇÃO,NEGATIVAÇÃO,14
1772,CHAMADA COM ACORDO,CHAMADA COM ACORDO,13
1772,PROPOSTA,DESCONTO A VISTA,9
1772,PROPOSTA,PRAZO PARA PAGAMENTO,20
1772,SONDAGEM,AVALIACAO FINANCEIRA,12
1772,SONDAGEM,MOTIVO DO ATRASO,14
1773,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1773,PROPOSTA,PRAZO PARA PAGAMENTO,2
1774,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1774,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1774,PROPOSTA,PRAZO PARA PAGAMENTO,1
1774,SONDAGEM,AVALIACAO FINANCEIRA,9
1774,SONDAGEM,MOTIVO DO ATRASO,2
1775,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1775,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,6
1775,SONDAGEM,MOTIVO DO ATRASO,3
1776,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1776,PROPOSTA,DESCONTO A VISTA,8
1776,PROPOSTA,PRAZO PARA PAGAMENTO,2
1776,SONDAGEM,MOTIVO DO ATRASO,5
1777,SONDAGEM,AVALIACAO FINANCEIRA,4
1778,PROPOSTA,PRAZO PARA PAGAMENTO,2
1778,SONDAGEM,MOTIVO DO ATRASO,6
1779,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1779,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1779,PROPOSTA,DESCONTO A VISTA,7
1779,PROPOSTA,PRAZO PARA PAGAMENTO,7
1779,SONDAGEM,AVALIACAO FINANCEIRA,2
1779,SONDAGEM,MOTIVO DO ATRASO,9
1780,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1780,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1780,PROPOSTA,DESCONTO A VISTA,3
1780,PROPOSTA,PRAZO PARA PAGAMENTO,4
1780,SONDAGEM,AVALIACAO FINANCEIRA,5
1780,SONDAGEM,MOTIVO DO ATRASO,3
1781,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1781,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1781,PROPOSTA,PRAZO PARA PAGAMENTO,3
1781,SONDAGEM,MOTIVO DO ATRASO,2
1782,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1782,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,9
1782,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1782,PROPOSTA,PRAZO PARA PAGAMENTO,7
1782,SONDAGEM,AVALIACAO FINANCEIRA,2
1782,SONDAGEM,MOTIVO DO ATRASO,6
1783,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1783,PROPOSTA,PRAZO PARA PAGAMENTO,3
1783,SONDAGEM,AVALIACAO FINANCEIRA,1
1783,SONDAGEM,MOTIVO DO ATRASO,5
1784,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1784,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1784,PROPOSTA,PRAZO PARA PAGAMENTO,3
1785,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1785,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1785,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1785,PROPOSTA,DESCONTO A VISTA,3
1785,PROPOSTA,PRAZO PARA PAGAMENTO,5
1785,SONDAGEM,AVALIACAO FINANCEIRA,4
1786,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1786,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1786,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1786,PROPOSTA,DESCONTO A VISTA,1
1786,PROPOSTA,PRAZO PARA PAGAMENTO,3
1786,SONDAGEM,AVALIACAO FINANCEIRA,7
1786,SONDAGEM,MOTIVO DO ATRASO,7
1787,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1787,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1787,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1787,PROPOSTA,DESCONTO A VISTA,6
1787,PROPOSTA,ENTRADA,1
1787,PROPOSTA,PRAZO PARA PAGAMENTO,6
1787,SONDAGEM,AVALIACAO FINANCEIRA,3
1787,SONDAGEM,MOTIVO DO ATRASO,5
1788,SONDAGEM,MOTIVO DO ATRASO,6
1789,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1789,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1789,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1789,PROPOSTA,PRAZO PARA PAGAMENTO,1
1789,SONDAGEM,AVALIACAO FINANCEIRA,1
1789,SONDAGEM,MOTIVO DO ATRASO,10
1790,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1790,ARGUMENTAÇÃO,NEGATIVAÇÃO,8
1790,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1790,PROPOSTA,DESCONTO A VISTA,1
1790,PROPOSTA,PRAZO PARA PAGAMENTO,3
1790,SONDAGEM,MOTIVO DO ATRASO,6
1791,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1791,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1791,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1791,PROPOSTA,DESCONTO A VISTA,1
1791,PROPOSTA,PRAZO PARA PAGAMENTO,8
1791,SONDAGEM,AVALIACAO FINANCEIRA,1
1791,SONDAGEM,MOTIVO DO ATRASO,3
1792,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1792,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1792,PROPOSTA,DESCONTO A VISTA,1
1792,PROPOSTA,PRAZO PARA PAGAMENTO,4
1792,SONDAGEM,MOTIVO DO ATRASO,4
1793,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1793,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1793,PROPOSTA,DESCONTO A VISTA,3
1793,PROPOSTA,PRAZO PARA PAGAMENTO,7
1793,SONDAGEM,AVALIACAO FINANCEIRA,5
1793,SONDAGEM,MOTIVO DO ATRASO,4
1794,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1794,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1794,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1794,PROPOSTA,DESCONTO A VISTA,2
1794,SONDAGEM,AVALIACAO FINANCEIRA,1
1794,SONDAGEM,MOTIVO DO ATRASO,6
1795,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1795,SONDAGEM,MOTIVO DO ATRASO,4
1796,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1796,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1796,PROPOSTA,PRAZO PARA PAGAMENTO,4
1796,SONDAGEM,AVALIACAO FINANCEIRA,2
1796,SONDAGEM,MOTIVO DO ATRASO,9
1797,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1797,PROPOSTA,PRAZO PARA PAGAMENTO,2
1797,SONDAGEM,AVALIACAO FINANCEIRA,16
1798,SONDAGEM,AVALIACAO FINANCEIRA,2
1798,SONDAGEM,MOTIVO DO ATRASO,4
1799,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1799,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1799,PROPOSTA,DESCONTO A VISTA,1
1799,PROPOSTA,PRAZO PARA PAGAMENTO,4
1799,SONDAGEM,AVALIACAO FINANCEIRA,1
1799,SONDAGEM,MOTIVO DO ATRASO,3
1800,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1800,SONDAGEM,MOTIVO DO ATRASO,5
1801,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1801,PROPOSTA,DESCONTO A VISTA,3
1801,PROPOSTA,DESCONTO PARCELADO,2
1801,PROPOSTA,ENTRADA,2
1801,PROPOSTA,TAXAS  E JUROS,1
1801,SONDAGEM,MOTIVO DO ATRASO,2
1802,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1802,PROPOSTA,DESCONTO A VISTA,3
1802,PROPOSTA,DESCONTO PARCELADO,1
1802,PROPOSTA,ENTRADA,1
1802,PROPOSTA,PRAZO PARA PAGAMENTO,5
1802,SONDAGEM,AVALIACAO FINANCEIRA,4
1802,SONDAGEM,MOTIVO DO ATRASO,7
1803,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1803,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1803,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1803,PROPOSTA,PRAZO PARA PAGAMENTO,3
1803,SONDAGEM,AVALIACAO FINANCEIRA,2
1803,SONDAGEM,MOTIVO DO ATRASO,2
1804,SONDAGEM,AVALIACAO FINANCEIRA,2
1804,SONDAGEM,MOTIVO DO ATRASO,3
1805,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1805,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1805,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1805,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1805,PROPOSTA,DESCONTO A VISTA,7
1805,PROPOSTA,PRAZO PARA PAGAMENTO,3
1805,SONDAGEM,AVALIACAO FINANCEIRA,3
1805,SONDAGEM,MOTIVO DO ATRASO,5
1806,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1806,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1806,CHAMADA COM ACORDO,CHAMADA COM ACORDO,6
1806,PROPOSTA,DESCONTO A VISTA,1
1806,PROPOSTA,ENTRADA,2
1806,PROPOSTA,PRAZO PARA PAGAMENTO,6
1806,SONDAGEM,AVALIACAO FINANCEIRA,8
1806,SONDAGEM,MOTIVO DO ATRASO,8
1807,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1807,PROPOSTA,DESCONTO A VISTA,1
1807,PROPOSTA,PRAZO PARA PAGAMENTO,2
1807,SONDAGEM,AVALIACAO FINANCEIRA,2
1807,SONDAGEM,MOTIVO DO ATRASO,5
1808,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1808,PROPOSTA,PRAZO PARA PAGAMENTO,1
1808,SONDAGEM,AVALIACAO FINANCEIRA,4
1808,SONDAGEM,MOTIVO DO ATRASO,13
1809,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1809,CHAMADA COM ACORDO,CHAMADA COM ACORDO,6
1809,SONDAGEM,AVALIACAO FINANCEIRA,2
1809,SONDAGEM,MOTIVO DO ATRASO,5
1810,PROPOSTA,PRAZO PARA PAGAMENTO,5
1810,SONDAGEM,MOTIVO DO ATRASO,4
1811,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1811,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1811,PROPOSTA,ENTRADA,1
1811,PROPOSTA,PRAZO PARA PAGAMENTO,2
1811,SONDAGEM,AVALIACAO FINANCEIRA,3
1812,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1812,PROPOSTA,DESCONTO A VISTA,2
1812,PROPOSTA,ENTRADA,3
1812,PROPOSTA,PRAZO PARA PAGAMENTO,2
1812,SONDAGEM,MOTIVO DO ATRASO,3
1813,PROPOSTA,PRAZO PARA PAGAMENTO,1
1814,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1814,PROPOSTA,DESCONTO A VISTA,1
1814,PROPOSTA,PRAZO PARA PAGAMENTO,2
1814,SONDAGEM,AVALIACAO FINANCEIRA,2
1814,SONDAGEM,MOTIVO DO ATRASO,5
1815,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1815,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1815,SONDAGEM,AVALIACAO FINANCEIRA,4
1816,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1816,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1816,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1816,PROPOSTA,DESCONTO A VISTA,2
1816,PROPOSTA,PRAZO PARA PAGAMENTO,5
1816,SONDAGEM,AVALIACAO FINANCEIRA,1
1816,SONDAGEM,MOTIVO DO ATRASO,8
1817,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1817,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1817,SONDAGEM,MOTIVO DO ATRASO,4
1818,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1818,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1818,PROPOSTA,DESCONTO A VISTA,6
1818,PROPOSTA,DESCONTO PARCELADO,1
1818,PROPOSTA,ENTRADA,2
1818,PROPOSTA,PRAZO PARA PAGAMENTO,5
1818,SONDAGEM,AVALIACAO FINANCEIRA,4
1818,SONDAGEM,MOTIVO DO ATRASO,5
1819,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1819,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1819,SONDAGEM,AVALIACAO FINANCEIRA,4
1819,SONDAGEM,MOTIVO DO ATRASO,5
1820,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1820,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1820,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1820,PROPOSTA,DESCONTO A VISTA,3
1820,PROPOSTA,PRAZO PARA PAGAMENTO,2
1820,SONDAGEM,AVALIACAO FINANCEIRA,6
1821,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1821,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1821,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1821,PROPOSTA,DESCONTO A VISTA,1
1821,PROPOSTA,PRAZO PARA PAGAMENTO,2
1821,SONDAGEM,AVALIACAO FINANCEIRA,3
1821,SONDAGEM,MOTIVO DO ATRASO,3
1822,SONDAGEM,AVALIACAO FINANCEIRA,1
1823,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1823,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1823,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1823,PROPOSTA,PRAZO PARA PAGAMENTO,6
1823,SONDAGEM,AVALIACAO FINANCEIRA,4
1823,SONDAGEM,MOTIVO DO ATRASO,4
1824,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1824,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1824,PROPOSTA,DESCONTO A VISTA,1
1824,PROPOSTA,DESCONTO PARCELADO,3
1824,PROPOSTA,PRAZO PARA PAGAMENTO,2
1824,SONDAGEM,MOTIVO DO ATRASO,5
1825,PROPOSTA,DESCONTO PARCELADO,1
1825,SONDAGEM,MOTIVO DO ATRASO,7
1826,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1826,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1826,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1826,PROPOSTA,PRAZO PARA PAGAMENTO,6
1826,SONDAGEM,AVALIACAO FINANCEIRA,5
1826,SONDAGEM,MOTIVO DO ATRASO,4
1827,PROPOSTA,PRAZO PARA PAGAMENTO,2
1827,SONDAGEM,AVALIACAO FINANCEIRA,2
1827,SONDAGEM,MOTIVO DO ATRASO,4
1828,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1828,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1828,PROPOSTA,DESCONTO A VISTA,1
1829,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1829,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1829,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1829,PROPOSTA,DESCONTO A VISTA,4
1829,PROPOSTA,DESCONTO PARCELADO,1
1829,PROPOSTA,ENTRADA,2
1829,PROPOSTA,PRAZO PARA PAGAMENTO,12
1829,SONDAGEM,AVALIACAO FINANCEIRA,1
1829,SONDAGEM,MOTIVO DO ATRASO,6
1830,SONDAGEM,AVALIACAO FINANCEIRA,2
1830,SONDAGEM,MOTIVO DO ATRASO,7
1831,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,5
1831,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1831,PROPOSTA,DESCONTO A VISTA,1
1831,PROPOSTA,ENTRADA,1
1831,PROPOSTA,PRAZO PARA PAGAMENTO,3
1831,SONDAGEM,AVALIACAO FINANCEIRA,1
1831,SONDAGEM,MOTIVO DO ATRASO,8
1832,SONDAGEM,MOTIVO DO ATRASO,4
1833,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1833,PROPOSTA,DESCONTO A VISTA,4
1833,PROPOSTA,ENTRADA,2
1833,PROPOSTA,PRAZO PARA PAGAMENTO,3
1833,SONDAGEM,MOTIVO DO ATRASO,2
1834,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1834,ARGUMENTAÇÃO,NEGATIVAÇÃO,8
1834,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1834,PROPOSTA,DESCONTO A VISTA,9
1834,PROPOSTA,ENTRADA,1
1834,PROPOSTA,PRAZO PARA PAGAMENTO,10
1834,SONDAGEM,AVALIACAO FINANCEIRA,1
1834,SONDAGEM,MOTIVO DO ATRASO,7
1835,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1835,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1835,PROPOSTA,PRAZO PARA PAGAMENTO,3
1835,SONDAGEM,AVALIACAO FINANCEIRA,4
